0,Fecha,Hora,Usuario,Nota Técnica
5139,12/19/2022,12:46:9,lolo,"porqué en loop?? lo vieron dar imagen?? Carga en 0.1 y calienta no hace nada más. Tiene que estar mojado adentro. Si lo vieron prender que se lo lleve porque aca no prendió sino avisar al cliente que hay que abrirlo para saber donde está el problema."
5139,12/19/2022,17:29:50,Jeibito,"TRANQUI ESUVO EN LOOP Y AHORA NO ENCIENDE DIRECTSMENTE RELAX!"
5139,12/20/2022,14:30:52,Jeibito,ES AMIGA DE RAFA
5139,12/21/2022,13:1:7,lolo,"Según el jefe no es amiga suya. Avisar al ciente que hay que abrirlo y el riesgo que conlleva blablabla"
5139,12/22/2022,11:40:18,Jeibito,PERANDO RTA
5139,12/22/2022,13:47:46,Jeibito,ABRIME BB
5139,12/22/2022,15:15:11,lolo,se lo paso al jefe para que lo abra
5139,1/6/2023,15:43:48,lolo,"se está intentado comprar por 10k se pudo abrir bien pero está mojado"
5143,12/20/2022,9:2:26,nico,"avisar al cliente q hay q restaurar pedir apple id y contraseña tambien la contraseña del telefono"
5143,12/20/2022,14:36:24,Soldier,"ok para restaurar haganlo igual si llega a pedir apple id me avisan porque el cliente no continuaria con la reparacion"
5143,12/20/2022,15:23:22,Soldier,"restauro ok probarlo bien"
5143,12/20/2022,15:33:27,Ricky,"batería al 78% y tiene ic de audio probé las llamadas y y el sensor del flex frontal está no detecta (ahora veo si está mal acomodado o qué pero no detectó mi mano)"
5143,12/20/2022,15:43:59,Ricky,"el sensor no funciona por el ic de audio el cliente no va a hacer la reparación ahora se lo lleva con ic de audio y bate al 78% se lo lleva solo restaurado y paga 5k"
5143,12/21/2022,9:40:37,Soldier,Listo en el obelisco para retirar.
5143,12/22/2022,20:48:38,Soldier,entregado
5146,12/23/2022,10:59:37,lolo,"cambio hecho funciona todo ok"
5146,12/23/2022,13:43:21,Soldier,Equipo listo para retirar.
5149,12/19/2022,18:34:50,Marce Scana,DEJA REPUESTO PARA LA TECLA Y CARGADOR.
5149,12/20/2022,9:50:28,lolo,"?? presupuestar cambio de teclado no le funciona la mitad del teclado. El teclado en ML está $40k preguntarle a Fer cuanto está el teclado es en ingles"
5149,12/22/2022,14:48:42,Soldier,mañana se compra el teclado hay que darle prioridad
5149,12/23/2022,19:1:43,lolo,"ya ese le cambió el tecaldo el teclado funciona pero no le pude prbar m+as nada ´prqie lleg+o el cliente. PONGAN EL PRECIO QUE VINO A BELGRANO Y NO SABÍAMOS CUANTO ERA"
5153,12/20/2022,11:25:2,lolo,"está mal la contraseña pedir para poder probar"
5153,12/20/2022,16:31:31,Jeibito,perando rta
5153,12/20/2022,17:53:20,Jeibito,ver Scaglia1117 o Scaglia1711
5153,12/20/2022,17:53:33,Jeibito,con minuscula
5153,12/21/2022,11:47:54,lolo,"está re contra manoseado. Tenía todos los tornillos marcados y uno recontra falseado cuando la pudimos abrir vimos que tenía 2 tuercas de tornillos arrancadas el disco está mojado y la placa también. Cualquier intervención que se le haga a la computadora se puede terminar de romper otra cosa o no prender más. Tiene el teclado mojado y es como que se mantiene siempre apretada la tecla control por eso hay veces que no le funciona el teclado. Pero no podemos saber si es la placa o el mismo"
5153,12/21/2022,11:49:2,lolo,"teclado sin abrirla pero si se abre se puede terminar e romper algo su pantalla está moajada y se puede quedar sin imagen. Avisar al cleinte para que asuma el riesgo de que la revisemos completa sacando la placa para saber hasta donde llegó la u¿humedad sino la cerramos y que el garrón se lo coma en otro service"
5153,12/22/2022,10:15:53,Jeibito,PERANDO RTA
5153,12/22/2022,11:36:26,Jeibito,DENLE PALANTE
5153,12/22/2022,11:36:35,Jeibito,ABRIME B
5153,1/2/2023,9:26:11,Ricky,"presupuestar cambio de teclado. 30K Ahora solamente funciona la tecla 2 no pude probar ni me acuerdo que cosas le funcionaban yo creo que tendría que estar todo más o meos bien pero avisar al cliente y que tome la desición."
5153,1/2/2023,12:10:49,Jeibito,PERANDO RTA
5153,1/2/2023,12:43:3,Jeibito,CONFIRMADO CAMBIO DE TECLADO 30K
5153,1/2/2023,12:48:42,lolo,"se lo mando al jefe para que lo compre comprar teclado a1502 en español"
5153,1/4/2023,11:21:18,Señor Rafa,pedido
5153,1/5/2023,13:59:18,lolo,"ya está cambiado el teclado el suyo ya lo habían cambiado y como el culo. Ya está todo funcionando okardo"
5153,1/5/2023,13:59:20,lolo,entregar
5165,12/22/2022,13:55:59,Soldier,se le cambio la bateria y se le limpio a fondo el pin de carga que estaba muy sucio
5166,12/22/2022,13:57:24,Soldier,"se le cambio la pantalla por una refurbishedla bateri y el templado"
5168,12/22/2022,10:43:19,nico,"preguntar si se puede restaurar para descartar el tema q sea soft"
5168,12/22/2022,10:44:3,nico,"puede ser q tenga las placas despegadas pero primero descartemos lo de soft"
5175,12/23/2022,10:7:19,nico,"tenia desconectada la bateria ya prendio la contraseña es de 6 digitos no 4 pedir contraseña"
5175,12/23/2022,10:21:52,Soldier,270875
5175,12/23/2022,11:23:42,nico,"la bateria estaba desconectada todo el resto esta ok la bateria es generica y esta 83% ver si le quieren cobrar cambio de bate o otra cosa"
5175,12/23/2022,12:1:59,Soldier,ok para conectar la bateria $9500 y para cambio de bate $9400
5175,12/23/2022,13:44:11,Soldier,Equipo listo para retirar.
5176,12/22/2022,10:9:33,nico,pedir contraseña para probar
5176,12/22/2022,13:59:55,Soldier,424968
5176,12/22/2022,15:34:47,nico,"Preguntar si se puede restablecer la configuracion del telefono probe con otro vibrador y hace lo mismo calculo q se puede porq no pierde la info pero por las dudas"
5176,1/3/2023,14:54:4,Soldier,"se lo lleva como esta armarlo"
5176,1/4/2023,9:6:15,nico,armado
5178,12/23/2022,10:1:54,nico,"tiene el flex frontal mojado lo q hace q el telefono entre en loop. presupuestar microsoldadura fff 35k los sensores de humedad estan bien no estan en rojo"
5178,12/23/2022,10:2:4,nico,mando foto al telefono del obe
5178,12/23/2022,10:3:56,nico,"puede ser q el face id se arregle o no avisar al cliente lo que seguro se arregla es lo de las llamadas"
5178,12/23/2022,10:4:45,nico,"calculo q se va a arreglar el face id porq la camara true depth no esta fea pero no podemos saber %100"
5178,12/23/2022,12:17:32,Soldier,"ok para reparar el face id $35000.-"
5178,12/23/2022,12:36:17,Señor Rafa,"quedo sin face id está mal la true depth."
5178,12/23/2022,14:36:28,nico,presupuestar camara true depth o lo cierro asi???
5178,12/23/2022,15:1:33,Soldier,"ok para FF y camara true depth por 12k mas total 47k y retira en enero"
5178,1/2/2023,9:7:22,nico,este equipo esta aca o en obe??
5179,1/3/2023,11:38:19,lolo,"la verdad que no se como Obelisco no cierra con tantos idiotas. Vamos a empezar desde el principio: La macbook es una A1708 espero que tu empleador no haya preguntado si conseguiamos pantalla de 1278 por esta orden. Después no me iba a enterar nunca que esa computadora estaba en Belgrano si no la asignan. Y ahora como repuesta a la orden en cuestión hay que cambiar la pantalla ahora tenemos lcd así que se puede pasar 2 precios. Por cambio de pantalla completa que hay que comprar o por cambio"
5179,1/3/2023,11:38:46,lolo,de display únicamente que tienen que preguntarle a Agus cuanto se presupuesta y si tiene repuesto para ese modelo
5179,1/3/2023,12:24:4,lolo,"cambio solo cristal liquido $85k cambio de panta original nueva 140k cambio por pantalla original usada"
5179,1/3/2023,15:51:45,nico,que precio??
5179,1/3/2023,15:51:53,nico,comprar
5179,1/4/2023,9:14:6,lolo,"tienen que hablar con el jefe a ver ccomo es el tema si tienen que comprar una macbook rota o él tiene proveedor y poner el precio de cuanot le pasaron. Que siempre quede anotado en SatWeb"
5179,1/4/2023,9:52:30,Soldier,ok para cambio de panta por original
5179,1/4/2023,10:20:36,Soldier,"esta pedida la pantalla cuando llegue hagan el cambio tiene que ser para antes del viernes"
5179,1/5/2023,10:16:18,lolo,"ya está hecho el cambio e pantalla es de otro color. Las teclas tenes que apretarlas para que funcionen si apretas despacio capaz no se toca. Después el sistema operativo es sierra. Re contra antinguo recomendamos la actualización a Monterrey si quiere se lo podemos actualizar pero es muy probable que algunas aplicaciones que tenga actualmente empiecen a ser incompatibles. Entocnes si lo quiere acutalizar que nos diga que aplicaciones querría que le descarguemos. Todo el resto ok"
5182,12/23/2022,11:25:46,lolo,"necesito la contraseña así pruebo el telefono si que mas tiene y que no lo conecté otra panta y prendió normal se apaga sola y deja de cargar pero tiene bien el ic de carga"
5182,12/23/2022,12:0:58,Ricky,"el tema de que se reinicia se resolvio con otra bate presupuestar cambio de pantalla y cambio de bate puede tener algo más pero no probé el celular espero la contraseña y así veo que le hicieron en el otro servicio tecnico con lo del problema de audio"
5182,1/3/2023,16:0:33,Soldier,pass 3266
5182,1/4/2023,15:31:34,nico,"es de 6 digitos la contraseña no de 4"
5186,1/3/2023,12:19:45,lolo,"tiene mojada la parte inferior de la motherboard hay que reparar 4 lineas presupuestar $40k se reinicia normalmente y cuando prende no tiene audio. Todo el resto funciona"
5186,1/3/2023,14:26:32,Jeibito,PORFA MANDENME FOTO DE LA ORDEN AL GRUPO
5186,1/3/2023,14:45:39,lolo,done
5186,1/3/2023,15:59:48,Jeibito,PERANDO RTA
5188,1/2/2023,9:38:48,Ricky,"pedir bien la contaseña no es: 1234 1234-MART 1234 - MART 1234-mart 1234 - mart mart"
5188,1/2/2023,10:24:19,Jeibito,Y MART?
5188,1/2/2023,10:25:22,Jeibito,Mart?
5188,1/2/2023,14:41:10,lolo,no es ninguna de esas tampoco
5189,12/23/2022,15:46:20,Ricky,"el celular carga en 0 midiendole el ic de carga con varios pines iba variando los valores entre 0.4 y 1 presupuestar ic de carga"
5189,12/23/2022,15:46:54,Ricky,puede tener algo más pero como no prendió no lo pude probar todavía
5189,1/2/2023,10:37:26,Soldier,ok para hacer ic de carga $19000.- lo busca mañana
5189,1/2/2023,12:34:31,lolo,lo dejo desarmado para que se haga la microsoldadura
5189,1/5/2023,10:48:17,lolo,"microsoldadura hecha el celular estaba en loop le conecté solo lo principal y prendió pedir contraseña para probar"
5189,1/9/2023,11:6:8,facundo,pass: 040819
5189,1/9/2023,12:50:17,lolo,"ya encendió su flexible frontal lo pone en loop presupuestar cambio de flexible frontal su botón home no funciona el click ni la huella el problema está en el flexible de la pantalla presupuestar cambio de flex de botón. Todo el resto funciona bienbatería 100% es génerica"
5196,1/2/2023,14:20:51,lolo,"presupuestar microsoldadura de reparación de carga $25.000. Después su batería está hinchada ya la tuvo que ver el chabón cuando la sacó y la volvió a poner. Averiguar y si quiere también presupuestar cambio de batería. Todo el resto ok"
5196,1/2/2023,14:24:40,lolo,en los 25k le incluimos la limpieza que está toda sucia
5196,1/3/2023,14:29:4,Jeibito,QUE SERIA ¨REPARACION DE CARGA¨???
5196,1/3/2023,14:29:36,Jeibito,LA BATERÍA CUANTO $$$$
5196,1/3/2023,14:29:52,Jeibito,NO SÉ CUAL ES MAC ES
5196,1/3/2023,14:48:29,lolo,"es una macbook a1278 la batería sale una fortuna. Preguntarle all jefe La reparación de carga es microsoldadura en el circuito de carga unas resistencias se cambian de valor"
5196,1/3/2023,16:53:32,Jeibito,ESTA USABLE LA BATA?? PUEDE ARREGLARLE LA PLACA Y SEGUIR USANDO ESA BATE??
5196,1/4/2023,9:12:24,lolo,"sisis por ahora su batería funciona y toma carga la dejo todo el día cargando a ver si llega al 100% y cuanto tarda en descargarse pero ya podes avisarle al cliente que la batería todavía la puede seguir usando"
5196,1/4/2023,14:6:34,lolo,se le baja rápido la batería pasa de 100% a 81% pero 1hs debe aguantarle
5196,1/4/2023,18:58:16,Jeibito,perando rta
5199,1/2/2023,12:47:30,lolo,"está mojada adentro tiene mojado el integrado U1900. Presupuestar microsoldadura por $45.000 no sabemos si tiene más cosas mal"
5199,1/3/2023,14:36:49,Jeibito,PERANDO RTA
5199,1/3/2023,16:33:29,Jeibito,CONFIRMADO
5199,1/5/2023,17:31:52,Jeibito,YYY
5199,1/6/2023,9:43:26,lolo,estaba mojada pero no pudimos encontrar donde está el problema. Sabemos que está en la linea PM_SLP_S4_L que controla la activación de los circuitos de S4 pero al ser un clock no tenemos un osciloscopio para poder ver si la señal está siendo enviada o el problema se encuentra en otro lado. Devolver
5199,1/9/2023,15:55:35,Jeibito,preupuestar respaldo de la info del disco
5204,1/2/2023,15:38:53,lolo,FACUNDO NO ME LA ASIGNES A MI SOLOOO y asignen las cosas cuando las traigan a Belgrano
5204,1/3/2023,11:5:14,lolo,"tiene mojado el trackpad presupuestar microsoldadura de reparación de trackpad. Preguntar a Agus cuanto se le pasa. Ya está reparado y le funciona todo"
5204,1/3/2023,11:12:1,lolo,"presupuestar $38.000 de reparación con todo funcionando o $25.000 sin trackpad tendría que usarlo con mouse conectado"
5204,1/3/2023,15:28:7,Soldier,55k con todo funcionando o 39k sin trackpad
5204,1/4/2023,12:23:46,Soldier,"ok para reparar todo!!!! que le quede rica rica"
5204,1/4/2023,12:48:0,lolo,"ya quedó funcionando bine lab batería está en 974 ciclos pero funciona normal y el disco es de 128gb y ya tiene 120gb ocupados tiene que borrar cosas e intentar actualizarla a la úlima versión para que le ande rápido y bine. Entreagr o avisar esto al cliente capaz quiere que se la formatemos nosotros y se la actualicemos"
5204,1/6/2023,11:45:57,facundo,Perfecto no formaterar! Gracias miuchachos
5204,1/6/2023,13:24:43,lolo,creo que ya se la llevó el soldier. Entregar
5205,1/3/2023,13:0:31,lolo,"presupuestar corto en vcc main puede tener algo más pero no se pudo probar todavía"
5205,1/4/2023,14:11:29,Soldier,Lo hace la proxima semana
5205,1/4/2023,17:21:44,Soldier,ok para el corto vcc a 25k
5205,1/5/2023,9:58:43,lolo,se lo dejo desarmado a jefe (ricky)
5205,1/5/2023,12:7:39,lolo,"el jefe ya hizo el corto da imagen pero está en loop ya probe con otra batería y con todo desconectado y en la fuente y sigue en loop hay que restaurarlo avisar al cliente"
5205,1/5/2023,13:23:19,facundo,Dio el Okey para la restauración. Mándenle.
5205,1/9/2023,9:24:45,Señor Rafa,medir ic de carga.
5205,1/9/2023,10:5:7,Ricky,"el ic de carga mide bienno sale"
5205,1/9/2023,13:31:59,facundo,CERRAR
5208,1/2/2023,15:55:17,lolo,"presupuestar microsoldadura por $40k está mojada hay que cambiar el conector de la pantalla y los componentes cercanos. Adjunté video a wpp. No se si el resto de cosas funcionan o no"
5208,1/2/2023,15:59:10,Jeibito,"OK QUE ONDA EL PIN? EL QUE TIENE SUELTO ERA EL DE ELLA Y SE LO CAMBIÓ UN ANIMLITO..."
5208,1/3/2023,9:50:24,lolo,"o la compró usada o le dieron otro pin o ya es la 2da vez que cambia el pin. Porque el que está suelto es génerico pero no parece estar mal. Por?"
5208,1/3/2023,9:50:32,lolo,Ninguno de los 2 parece feo
5208,1/3/2023,16:50:11,Jeibito,PERANDO RTA
5208,1/3/2023,17:37:57,Jeibito,CONFIRMADO MICRO
5208,1/6/2023,10:35:21,lolo,"te comento ya se hizo prender. Le funciona todo como el culo. El teclado no le funcionan las teclas: 6y¿- esas 4. Después la pantalla se e verde y no se si el problema está en la pantalla o en la GPU y después su disco funciona mal no se si por la información o por el disco con otro disco funciona bien. Que se puede hacer que use un teclado externo porque la ""y"" y el ""6"" son teclas utiles su disco preguntar si se puede restaurar para saber si se salva el disco o hay que cambiarlo y la panta"
5208,1/6/2023,10:35:59,lolo,"la va a tener que usar así verde te mando foto. Queres cobrar algo es mucha mosca. Intenta que nos de dinero o que nos regale la compu idk"
5208,1/6/2023,10:36:34,lolo,"casi me olvido además su batería está mala solamente sirve para que prenda la compu no almacena carga. Terrible pija de compu"
5208,1/9/2023,14:57:47,Jeibito,PERANDO RTA
5208,1/9/2023,16:0:20,Jeibito,imposible acceder a la info? se puede hacer alo al respecto o si o si hay que formatearlo???
5209,1/3/2023,10:12:54,lolo,"presupuestar ic de carga no se si sus baterías funcionan pero pasalo a un lindo precio por haberlo intentado hacer solo. Además le falta el tornillo de la batería se lo regalamos con el precio de la microsoldadura"
5209,1/3/2023,17:56:9,Jeibito,PERANDO RTA
5210,1/3/2023,9:46:52,lolo,la pantalla se pone en verde cuando recién prende y después se queda completamente negra. Muy probablemente sea cambio de pantalla pero primero tendríamos que abrirlo por las dudas ya que no parece haber recibido un golpe. Avisar al cliente los riesgos de abrirlo y que se haga cargo y después le pasamos el presupuesto si es cambio de pantalla
5210,1/3/2023,17:58:36,Jeibito,PERANDO RTA
5215,1/3/2023,11:40:22,lolo,"decile que la próxima vez no se lleve la playa de Mar del Plata de recuerdo. Adentro está mojado y lleno de arena no sale devolver"
5216,1/3/2023,11:16:31,nico,"tiene un problema en el integrado de wifi es microsoldadura es una reparacion muy complicada avisar q puede no prender mas. pasar un presupuesto un poco mas caro que la mitad de un xs max"
5216,1/3/2023,16:4:48,Jeibito,PERANDO RTA RAFA
5216,1/4/2023,12:14:21,Jeibito,DESISTE ARMAR
5216,1/4/2023,13:22:4,lolo,"ya está armado netregar."
5218,1/3/2023,10:37:56,nico,"esta en loop hay q restaurarlo avisarle al cliente desp de eso hay q ver q mas tiene"
5218,1/4/2023,9:46:34,Soldier,"el telefono del cliente es 1122431459 mandarle un whatsapp contandole lo que te pase ayer"
5218,1/4/2023,17:21:21,Soldier,Dio el ok para hacer la restauracion. revisar si tiene algun otro defecto
5218,1/6/2023,10:42:0,nico,"no sale esta muy manoseado y tiene muchas fallas tiene problemas de nand tambien aparte de todos los otros problemas"
5218,1/9/2023,10:20:18,facundo,ok cerrar.
5220,1/3/2023,10:16:38,lolo,"el celular carga en 042 con varios pines de carga y con varias baterias pero tiene bien el ic de carga lo conecté en la fuente y tenía consumo apagado de 0.14 y no prendía presupuestar consumo apagado y puede tener algo mas pero no se pudo probar así no se sabe le faltaba un tornillo en uno de los blindajes y para mi se ve fea la placa (ricky)"
5220,1/3/2023,14:39:13,Jeibito,PERANDO RTA
5220,1/3/2023,15:34:14,Jeibito,LE OFRECEMOS CAMBIO DE PLACA? CUANTO $$$ FUNCA LA QUE EST'A ARRIBA??? DE CUANTOS GB ES???
5220,1/4/2023,9:22:44,lolo,"el 6sp de venta que está acá arriba es de 64 y el del cliente es de 128"
5220,1/4/2023,9:23:40,lolo,despues cuando venga agus le pregunto si cuanto se le puede cobrar y eso
5220,1/4/2023,9:34:24,lolo,"cuando saqué la placa para ver de cuanto era su memoria vi que estaba tocado su celular le faltaba las tapas negras de la parte de abajo"
5220,1/4/2023,10:37:52,Jeibito,CONFIRMADO MICRO 17K
5220,1/5/2023,9:33:30,lolo,"decirle al cliente que lo revisamos otra vez cuando lo desarmamos para ver si le haciamos la microsoldadura pero que tiene un monton de problemas más tiene la pantalla mala está muy feo no sale tal vez podemos hacer que prenda pero que tenga muchos problema as posteriores y repararlo al 100 costaría lo mismo que 2 6sp preguntarle si lo que quiere es recuperar informacio que le podemos pasar presupuesto para ello y llisto.(ricky)"
5220,1/5/2023,10:39:30,Jeibito,PERANDO RTA
5220,1/5/2023,11:28:2,Jeibito,ADJUNTO IPHONE 8 ROSE SIM 55785 PARA PASAR LA INFO DEL 6P A ÉSTE
5220,1/5/2023,11:28:54,Jeibito,478383 PASS DEL 8
5220,1/5/2023,11:29:6,Jeibito,CUANTO$$$
5220,1/5/2023,11:50:40,nico,8k
5220,1/5/2023,11:51:17,nico,ver si el 8 tiene el mismo espacio q el 6sp o mas
5220,1/6/2023,9:36:7,Jeibito,perando rta
5220,1/6/2023,12:48:39,lolo,"el presupuesto pasado anteriormente es erróneo para poder hacer el traspaso de información primero tiene que prender el equipo y en este caso no prende por eso el costo del mismo es mas caro pasar 25k"
5220,1/6/2023,15:58:2,Jeibito,CONFIRMADO 25K TRASLADO DE LA INFO AL 8
5220,1/9/2023,9:8:42,Ricky,se lo dejo desarmado al jefe para ver el consumo apagado
5220,1/9/2023,9:30:44,Señor Rafa,"hacele un poco de circo como que estamos trabajando en intentar recuperar la info. Pero la posta es que no sale ni a palos está hecho crema."
5220,1/9/2023,9:31:40,Señor Rafa,"hay que reponerle la cámara que le sacamos pedirla en pinapple. vale 5k sino ofrecerle comprárselo por 5k para repuestos."
5220,1/9/2023,16:36:44,Jeibito,"METANLE DALE QUE SINO SE NOS VA SON 25K"
5226,1/3/2023,10:41:30,Soldier,"ivangargano@hotmail.com 1556351860 Maria (mama de ivan)"
5226,1/5/2023,10:39:40,lolo,"sigue teniendo el error 9 es un problema de la nandflash presupuestar microsoldadura de nandflash y puede no salir"
5226,1/5/2023,10:39:53,lolo,(ricky)
5226,1/9/2023,14:40:41,facundo,"Dio ekl okey para ambas reparaciones Nandflash $ 25000- e ic de audio $22000-"
5226,1/9/2023,15:58:41,lolo,"ya se sacó la placa lo paso para microsoldadura"
5232,1/3/2023,12:9:32,Soldier,1126380049 PAPA DE AGUSTIN
5232,1/3/2023,15:11:8,lolo,lo dejo desarmado para que le hagan la microsoldadura (ricky)
5232,1/4/2023,11:49:14,lolo,"micro soldadura hecha funciona todo ok ya lo cerré(ricky)"
5234,1/4/2023,12:55:52,nico,SOLDIER LE PREGUNTO A NACHO SI SE PUEDE HACER ALGO
5235,1/4/2023,15:19:21,lolo,"no tengo ni idea que tiene suerteeee"
5235,1/5/2023,13:46:41,Soldier,revisar bien
5235,1/5/2023,15:57:23,lolo,"lo pusimos a cargar y carga en 091 es decir que carga bien pero no da imagen ni backlight cuando lo conectamos en la fuente llega hasta 042 y queda ahí probamos con otra panta y pasaba lo mismo"
5235,1/5/2023,15:57:50,lolo,no se presupuesto nada todavía se lo paso al jefe para que vea que tiene
5235,1/6/2023,15:48:45,Señor Rafa,medir conector de pantalla - Es probable que tenga un capacitor a masa.
5235,1/9/2023,9:47:40,Ricky,"midiendo el conector de la pantalla el J4200 tiene el pin 41 conectado a gnd cuando debería medir 0.5 se llama PP5V7 el resto de pines del J4200 miden bien"
5235,1/9/2023,9:57:34,Ricky,el conector J3100 mide todo bien
5235,1/9/2023,9:58:2,Ricky,se lo dejo al jefe para que vea el pin 41 si puede ser ese el problema
5236,1/4/2023,13:21:33,nico,se lo dejo a agus
5236,1/4/2023,15:31:38,Señor Rafa,"ic de audio hecho probar."
5236,1/5/2023,11:40:54,lolo,"no está aca en el laboratorio se lo llevaron ayer?"
5237,1/3/2023,18:2:37,Soldier,DEJO UNN IPHONE 6S PARA VER ALMACENAMIENTO
5237,1/3/2023,18:3:18,Soldier,PASS 6: NDN98
5238,1/4/2023,10:33:27,nico,"hay q restaurar avisar"
5238,1/4/2023,11:16:44,Jeibito,confirmado restaurame
5238,1/4/2023,13:6:43,nico,"PRESUPUESTAR 45k es un error de nandflash complicado avisar q puede volver en dfu o apagado tambien tiene el pin de carga malo pero con los 45k se lo regalamos si quiere solo la microsoldadura de nandflash presupuestar 35k osea el pin de carga se lo regalamos por 10k jejejeje"
5238,1/4/2023,15:6:26,Jeibito,ES GREMIO...MISMO PRECIO? PREGUNTAR A RAFA
5238,1/4/2023,15:18:32,nico,"si aca no trabajamos gratis nos encantaria q no fuese el mismo precio pero no tenemos otra posibilidad"
5238,1/4/2023,16:50:4,Jeibito,PERANDO RTA
5239,1/4/2023,11:50:46,nico,pedir contraseña para probar
5239,1/4/2023,11:52:34,Jeibito,tomate
5239,1/5/2023,12:8:48,lolo,lo proé yo tambien y no me falló en ningún momento
5239,1/9/2023,13:23:33,Jeibito,"DICE QUE LE FALLA MUY SEGUIDO EN CUALQUIER MOMENTO SEGUIR PORIOBANDO"
5239,1/9/2023,15:8:5,lolo,"lo probé varias veces y no me falló pero tenía una versión re contra antigua lo actualicé a la última versión es posible que le haya andado mal por estar desactualizado si queres se lo podes dar a Lucas para que use el telefono o que decis que hagamos??"
5240,1/4/2023,12:16:13,nico,listo
5242,1/4/2023,14:35:38,nico,"tiene ic de carga presupuestar 45k de microsoldadura para q prenda puede tener mas cosas"
5242,1/4/2023,15:5:35,Jeibito,QUIEN ES EL MONGO QUE ME MANDA EQUIPOS DE OBE?? YA VAN COMO 5 CHE
5242,1/5/2023,10:54:24,facundo,"Buen día alegrías Lucia ya dio el okey para hacer la reparación."
5242,1/5/2023,10:58:10,Soldier,"presupuesto aprobado PONGANSE A LABURAR! RETIRA HOY"
5242,1/5/2023,11:49:45,lolo,se lo dejo desarmado al jefe (ricky)
5244,1/4/2023,15:6:55,Soldier,"esta bloqueado por enacom por robo o extravio. comprarselo al cliente muy barato para repuestos."
5244,1/4/2023,15:14:6,nico,"se puede hacer una microsoldadura que cambia el numero de imei para que levante señal pasar $70000. o si no acepta comprarselo muy barato para repuestos hablar con el soldier si va por la segunda opcion"
5244,1/4/2023,15:15:44,nico,"50k 70 es mucho"
5244,1/4/2023,15:15:54,nico,dijo el soldier
5245,1/4/2023,11:2:45,lolo,pedir contraseña y la explicación del problema
5245,1/4/2023,11:11:14,Jeibito,"Buenos dias te comento la compu tiene virus y además de ello necesita que se le amplíe el almacenamiento ( sin borrar nada de ser posible o avisar que debería ser borrado) anda muy lenta archivos básicos como un excel a veces no los abre."
5245,1/4/2023,11:50:41,Jeibito,"andaba muy lenta y archivos básicos en excel o word no los abría. Con respecto a las clave es: productoglamtex"
5245,1/4/2023,12:22:9,lolo,"https://articulo.mercadolibre.com.ar/MLA-1127062470-adaptador-ssd-pcie-nvme-m2-macbook-pro-13-a1708-2016-2017-_JM#position=16&search_layout=stack&type=item&tracking_id=2275783b-1165-4f81-9bf1-168ee188d8ca https://articulo.mercadolibre.com.ar/MLA-1138077407-ssd-256-macbook-pro-2016-a1708-_JM#position=4&search_layout=stack&type=item&tracking_id=bda58a59-1dd7-410e-9cdd-a23d4a50834c"
5245,1/4/2023,12:22:12,lolo,https://articulo.mercadolibre.com.ar/MLA-1127411366-disco-solido-ssd-samsung-pm991a-256gb-m2-2242-pcie-nvme-oem-_JM#position=11&search_layout=stack&type=item&tracking_id=c1bbe08a-d532-48a7-bb66-3153424ef2e2
5245,1/4/2023,12:27:10,lolo,"te comento la situación la mina le descargó demasiada porneta y está llena de virus para poder limpiarle el virus lo mejor es guardar únicamente la información esencial y después formatearla. La computadora tiene un sistema operativo del año de Ricky hay que actualizarlo a la última versión para que ande más rápido pero tampoco se puede porque no tiene espacio en el disco. En cuanto al upgrade del disco hay 2 opciones: comprar el disco hecho por Apple de 256gb que de costo sale $28.500"
5245,1/4/2023,12:30:6,lolo,"y el otro es armarlo con un adaptador y un m2 por $11.000 Con esos precios en mente preguntarle al jefe y avisar a la clienta de la información que vamos a dejarle únicamente lo esencial para poder eliminar el virus y como solo le dejamos los archivos preguntar que aplicaciones va a querer. Rompele el culo por gede"
5245,1/4/2023,15:13:2,Señor Rafa,"Yo no le pasaria 2 opciones es lo mismo. 40k el cambio de disco + 10k de backup."
5245,1/4/2023,18:48:55,Jeibito,perando rta
5245,1/5/2023,12:20:31,Jeibito,CONFIRMADO PERO QUE NO SE BORRE NADA!! LA INFO ES DEL TRABAJO Y ES IMPORTANTE
5245,1/5/2023,14:46:13,lolo,confirmo por $40k. Se lo paso al jefe con los links de ML para que lo compre completo
5245,1/5/2023,14:47:33,lolo,"https://articulo.mercadolibre.com.ar/MLA-1127411366-disco-solido-ssd-samsung-pm991a-256gb-m2-2242-pcie-nvme-oem-_JM#position=11&search_layout=stack&type=item&tracking_id=c1bbe08a-d532-48a7-bb66-3153424ef2e2 https://articulo.mercadolibre.com.ar/MLA-1127062470-adaptador-ssd-pcie-nvme-m2-macbook-pro-13-a1708-2016-2017-_JM#position=16&search_layout=stack&type=item&tracking_id=2275783b-1165-4f81-9bf1-168ee188d8ca"
5245,1/5/2023,14:59:31,Señor Rafa,repuestos comprados 5/1 - Llegan mañana viernes 6.
5245,1/9/2023,13:18:11,lolo,"ya se le pasó la información al disco de 256gb y se le instaló un antivirus y depuramos todos los virus que tenía la compu. También se actualizó hasta la versión Ventura. Ya está para retirar funiona todo si el cliente tiene otro problema que crea que es de virus que nos avise y nos centramos en ese pero decile que deje de descargar porneta todo lleno de virus estaba"
